GSM3119483	GSM3119484	GSM3119485	GSM3119486	GSM3119487	GSM3119488
26523	788	1020	1185	589	473	875
192669	767	989	1172	391	323	727
105378647	0	2	1	0	1	0
27285	134	180	186	106	115	91
54936	1886	1347	2116	976	1195	1125
1296	111	49	159	13	43	43
27095	1913	1603	2852	1490	1463	1713
55700	6594	8450	8682	2705	4585	4940
9967	5198	6862	7852	2109	2481	4909
79729	401	705	582	147	349	405
55194	2002	1201	3534	3541	3122	1223
83931	3703	3613	4062	1576	2443	3341
84967	842	597	1452	741	746	788
127700	364	463	569	294	322	463
109616970	3	7	6	6	1	3
107984940	3	6	2	5	5	11
64960	1623	1513	2393	2559	2023	1711
1441	3143	2446	955	1092	691	919
107984941	0	0	0	0	0	0
105378648	0	0	0	0	0	0
2899	13	71	79	20	43	106
100422898	0	0	0	0	0	0
107984942	3	0	2	2	0	1
728431	174	84	126	258	109	87
80149	2555	2031	1181	493	543	648
102465438	30	44	33	1	3	8
64769	1825	2094	3008	848	1084	2086
100847010	0	2	1	1	1	4
105378649	27	37	41	1	10	34
79753	543	588	1001	282	308	665
7802	625	535	997	536	661	654
29889	2479	2197	3247	1309	1762	1970
284654	46	94	119	39	46	72
54955	280	399	526	63	91	488
55143	76	119	281	51	111	119
284656	65	231	233	26	51	153
105378650	0	0	0	0	0	0
149175	160	311	389	64	132	421
79693	396	461	612	197	398	528
127687	1052	1180	2439	2383	1702	1761
4520	1341	4482	3857	1485	4199	7427
3633	933	1360	1434	667	700	819
105378651	12	25	27	6	6	15
10946	1965	1976	3449	1241	1280	2428
2275	471	451	891	485	643	637
51118	902	751	1485	627	609	858
5453	1	0	0	1	3	0
107985103	0	2	0	0	0	0
105378653	0	1	0	0	0	0
100500801	0	0	0	0	0	0
105378655	0	2	0	0	0	1
105378654	0	0	0	0	1	0
339442	0	0	0	0	1	0
105378657	0	0	0	0	1	0
107984943	0	0	0	0	0	0
105378656	0	0	0	0	0	0
105378658	0	0	0	0	0	0
105378660	0	0	0	0	1	0
64121	1250	1363	1783	509	664	994
100527950	266	297	553	163	229	329
26292	259	292	541	154	223	322
105378663	3	4	5	4	5	1
81025	6	6	11	9	6	7
54933	53	62	68	49	50	89
105378662	27	16	21	18	17	20
79647	1469	1617	1660	424	807	1634
4725	2956	3609	8198	7557	5215	4990
23499	7086	11176	8939	3092	3080	7063
643314	44	123	52	125	38	47
105378950	8	6	3	4	0	9
353500	3253	1217	1319	696	269	1748
192217	349	124	291	294	142	153
728448	603	581	661	357	343	706
8761	4114	4501	6709	1553	3388	4332
101929516	516	680	883	44	238	552
677834	4	9	2	2	0	5
26508	992	1152	891	371	809	1130
84618	0	0	2	0	0	1
51440	1	1	1	1	3	0
10450	1406	1490	2983	1224	1349	1686
656	435	330	461	214	95	399
64064	206	76	191	274	93	101
105378666	0	1	0	0	0	0
101929536	1	2	8	3	5	3
105378951	24	24	27	19	22	11
107985740	16	13	23	20	9	2
105378665	5	6	9	13	5	3
105378667	0	1	1	1	1	2
54802	648	757	1198	337	512	733
4610	99	379	124	50	154	88
105378668	8	17	8	0	5	8
84879	1152	3743	1550	573	3904	4071
105378669	1	18	8	0	8	1
10487	7399	10184	12571	2105	3258	7661
5538	7005	6064	10463	4408	4358	5993
105378671	0	0	0	0	0	0
6018	693	996	948	156	272	572
127391	0	2	0	2	0	0
10269	1493	1682	2315	774	718	1626
1298	111	107	134	82	82	57
107984945	1	4	1	0	0	0
64744	1956	1781	2784	1152	920	1075
65243	65	72	92	40	50	85
339559	89	111	178	46	65	145
105378672	19	5	6	47	3	21
64789	173	279	428	87	159	238
127396	83	102	149	64	44	138
105378673	0	0	0	0	0	0
9783	90	136	218	84	72	114
105378675	1	2	2	6	4	6
105378674	0	0	0	0	0	0
100130557	67	89	188	29	28	128
4802	1013	1269	1926	655	811	1073
407034	0	0	0	0	0	0
407031	0	0	0	0	0	0
9132	35	75	13	58	54	39
105378676	0	0	0	0	0	0
163732	267	418	503	510	426	257
1503	1205	1039	1239	334	553	853
100507178	229	340	365	40	122	242
200172	84	98	106	20	29	79
22955	1332	1603	2272	552	994	1528
100132074	3	29	25	17	28	28
101929901	0	1	4	1	1	4
105378678	0	0	0	0	1	0
1907	238	14	7	2	5	0
59269	280	283	303	124	198	120
2981	0	0	0	0	0	2
2980	0	1	1	0	2	0
22887	1009	1817	1635	312	659	1201
284716	4	65	14	8	17	6
84217	88	100	72	61	53	106
728621	191	288	423	102	160	325
79717	1146	1172	1903	889	957	1464
10465	489	621	1296	476	726	717
4904	15842	15464	25986	8410	21191	19469
149461	1	507	2	2	152	20
64175	2803	3326	4164	2098	3838	2782
79078	428	392	625	433	347	384
105378683	0	2	1	0	1	4
100129924	7	7	15	4	5	6
107984946	5	3	4	11	6	3
374969	449	323	724	418	368	319
114625	803	736	1370	461	409	834
51058	412	364	749	348	316	527
339539	0	6	2	0	3	1
6513	34587	23330	16735	2567	4921	4583
440584	91	63	119	72	98	68
440585	6	13	23	39	25	26
10969	1343	1055	2078	1150	1257	1238
102465439	2	1	2	0	0	0
149465	32	45	46	43	43	38
105378685	7	5	8	4	4	9
128218	584	1374	1451	555	896	1293
149466	194	435	293	82	266	439
7075	2088	3345	3027	711	1038	2201
4352	26	39	37	33	29	39
105378687	9	12	24	23	5	10
991	101	137	315	181	224	173
64834	4208	4121	6545	2625	3491	4627
102466723	10	15	26	2	5	12
112268225	28	12	19	31	15	29
112950	1352	1123	1878	860	965	1147
107984947	148	134	227	131	117	133
23334	1989	2852	3484	1658	1912	2519
100873952	117	131	175	26	87	145
102465440	1	1	1	1	1	2
81888	693	767	1359	949	934	858
5792	2888	20314	4011	973	5015	5372
9682	1213	1712	2135	519	801	1783
100132774	157	202	321	33	110	251
6487	456	285	654	272	289	416
101929592	2	0	5	6	2	2
102464830	0	2	0	1	0	0
9048	45	43	57	23	62	40
105378688	24	31	47	17	23	39
101929609	55	117	100	19	28	79
9670	1271	1401	2226	816	1362	1496
1802	437	629	1083	210	361	731
533	4338	3478	6251	3629	3632	2929
8704	1878	1560	3533	1450	1883	1996
149473	242	267	478	180	260	251
6536	19	102	75	43	54	105
107984948	2	1	1	6	1	0
128209	1	1	1	0	2	0
105378952	0	0	0	0	0	0
55929	890	1080	1800	1065	1263	1166
79033	1059	1181	1870	1171	1289	1388
100874278	38	79	61	22	25	45
106635545	0	0	0	0	1	1
55182	1586	1521	3065	1026	1398	1863
107984951	1	0	0	0	0	0
100847089	0	0	0	0	0	0
107984950	430	455	808	120	280	522
79639	126	183	234	141	196	170
109623472	0	0	0	0	0	0
339541	36	28	96	33	34	29
105378690	3	6	11	0	2	4
26828	0	1	0	2	3	1
26830	0	1	6	4	3	0
11004	150	167	350	115	191	139
109623476	0	0	1	0	1	1
6202	23994	24199	70484	36703	37772	36731
26811	36	40	62	10	34	73
94161	5	25	29	2	5	10
94162	21	28	39	16	25	30
94163	31	73	112	72	55	34
266675	13	21	36	42	28	12
1263	1216	583	837	235	337	306
343521	170	156	186	54	30	72
149478	478	621	659	118	176	309
107984952	79	57	75	87	43	39
8643	54	125	139	31	76	95
8891	669	671	1278	794	751	829
79654	2025	2548	3625	1262	1885	2533
7389	1959	1787	4643	2030	2351	1982
57643	171	247	306	80	85	172
105378691	7	7	19	7	12	22
400752	7	6	17	6	10	21
84842	11	8	35	5	19	44
4595	480	538	931	286	287	530
114034	388	391	688	240	272	516
10420	105	222	200	61	81	125
126661	62	117	158	47	49	73
25974	979	789	1663	1575	1108	1056
5052	4956	5092	8211	2660	4395	5224
10327	2743	2695	5466	2358	2984	3223
4678	3045	3008	4969	1955	2397	2827
149483	72	91	204	84	103	140
60313	2477	3181	3652	908	1100	2466
728963	8	16	3	4	1	11
51249	558	499	932	173	256	625
3652	293	399	409	166	95	302
105378693	0	0	0	0	0	0
23139	7336	6584	10083	2502	3968	5227
105378694	5	1	4	16	1	4
110117499	573	655	881	291	202	616
8503	594	729	932	307	204	657
101929626	1	4	4	2	3	4
10103	5795	8789	9705	2215	3825	6642
110117498	0	0	0	1	0	1
55624	3282	3442	5142	2472	2715	3507
541468	30	21	56	32	21	44
8438	127	153	256	168	142	126
10489	3935	4029	5682	1290	2679	3742
7388	3700	3318	7196	2451	3392	3471
387338	519	758	923	281	330	598
2166	391	625	692	379	452	502
729041	4	3	11	1	2	7
101929651	0	0	0	0	0	0
127343	4	1	2	0	1	0
105378696	0	0	1	2	0	0
100507423	192	243	290	38	110	178
148930	0	0	0	0	5	0
8569	1475	1773	2271	887	840	1395
148932	866	898	1403	523	606	988
105378697	0	0	1	1	0	0
64756	1012	1053	1572	634	631	1171
374973	0	4	6	2	0	0
100130197	37	88	51	5	3	30
9813	2432	3281	4162	883	1044	2740
105378698	5	7	5	1	1	3
105378699	2	0	1	1	3	11
1580	32	36	612	272	710	3160
163720	3	0	7	4	19	24
1579	0	1	5	2	6	0
260293	11	16	35	4	14	39
199974	6	0	8	6	6	21
284541	0	0	2	10	1	4
105378701	16	19	9	5	3	13
100874253	12	20	15	14	10	18
10158	7497	7302	5190	3737	3776	3206
6886	265	310	252	69	84	188
6491	94	153	180	48	54	127
51727	3860	4031	5327	1926	1620	3406
102724077	10	16	21	6	17	13
2301	0	0	1	0	0	0
84793	33	53	95	36	76	80
2306	5	7	16	6	8	7
107984953	0	0	0	0	1	0
388630	271	156	625	283	809	489
105379778	3	7	7	1	31	26
391037	2	0	9	1	6	2
200010	64	87	190	31	187	80
54558	163	309	399	90	117	258
84871	2	4	3	3	5	3
79656	33	72	70	19	17	27
105378706	0	0	0	0	0	0
101929721	0	0	0	0	0	0
100874313	0	0	0	0	0	0
107984954	0	0	0	0	0	0
105378708	0	0	0	0	0	0
1996	6	1	3	14	9	1
105378709	0	0	0	0	1	0
107984955	0	0	0	0	0	0
105378711	0	0	0	0	0	0
105378710	0	0	0	0	0	0
105378712	0	0	0	0	1	0
63950	3	0	0	0	0	1
105378714	0	0	1	0	0	0
11124	965	1095	1533	611	804	959
105378715	7	2	17	20	6	6
112268262	9	0	3	10	4	1
1031	764	569	1618	510	527	699
100616189	0	0	0	0	0	0
102466656	0	0	0	0	0	0
284546	2	0	0	0	1	1
105378716	4	10	1	0	2	0
26994	2782	3120	3928	1211	966	2374
22996	1085	1620	1527	555	836	1824
105378717	0	1	0	2	0	1
102724097	11	35	18	3	4	25
2060	1758	2250	3129	1231	798	2019
105378720	8	5	11	8	3	15
441884	0	0	0	0	1	0
105378719	0	1	1	1	0	1
114883	2194	3183	3800	644	1136	2414
4898	3031	3512	5109	1913	2138	3039
105378721	267	276	449	56	178	280
100313892	13	26	22	1	0	14
5865	13	61	9	23	11	24
51060	3426	2860	4428	1612	1885	2993
112970	174	135	237	105	124	233
104355143	1	3	2	4	0	1
91408	1443	1496	2510	789	765	1565
107984956	0	0	0	0	0	0
9372	577	839	1122	240	340	884
200014	1734	2416	2878	945	1306	1693
4998	46	99	108	75	86	77
84950	886	1233	1625	463	774	1260
23318	757	1497	1370	223	395	1056
105378723	0	1	1	0	0	2
2882	557	382	1382	503	811	848
348378	17	64	63	66	27	25
65260	541	359	670	278	266	562
79699	786	926	1206	467	322	804
440590	1	4	10	2	6	1
55268	2019	2934	3208	1675	1506	2205
6342	2494	3005	4408	1071	1354	3042
127435	1088	1912	4647	647	2813	4232
6512	49	69	175	13	75	83
105378724	2	0	3	1	0	3
1376	630	1091	1132	387	730	1046
54987	1498	1186	3005	1519	1563	1777
4116	906	892	1719	542	692	995
100507564	27	18	39	55	23	38
7804	206	320	554	177	187	352
105378728	8	13	21	7	3	17
105378726	11	20	32	22	10	20
105378732	0	1	0	0	1	1
105378731	2	1	3	0	3	1
105378730	6	4	7	2	2	0
107984957	15	4	23	9	6	30
163742	0	0	0	1	0	0
105378733	0	0	0	1	0	0
63948	1	1	1	0	0	0
148979	158	32	199	40	69	23
55706	352	435	670	227	256	526
54432	896	790	1433	728	909	847
1733	5	6	8	8	3	5
51668	578	443	1099	610	571	639
115353	889	1052	1517	443	680	724
388633	30	96	56	48	195	135
9528	13052	10821	17066	8928	7903	11059
127428	218	430	433	179	215	413
100616315	0	0	0	0	0	0
200008	3	8	12	4	6	16
606495	115	342	359	118	161	404
51253	2346	4185	4488	2675	3805	4645
23648	1865	2072	2584	780	1444	2570
619518	37	47	24	11	12	32
105378735	0	0	0	0	0	0
105378734	0	0	0	0	0	0
26027	343	651	628	179	335	526
338094	118	151	215	63	148	141
100527960	459	466	854	265	326	484
374977	78	115	105	45	41	64
7268	388	363	771	240	290	440
25973	103	114	179	67	78	182
55001	357	654	463	160	207	501
163747	0	4	4	3	3	5
1718	2694	4257	3419	1421	2054	3880
107984958	18	27	17	12	19	25
107985760	0	0	0	0	0	0
105378736	1	0	1	0	0	0
199964	124	179	162	55	96	138
7809	10	14	1	24	16	17
255738	0	12	10	2	6	2
23358	1346	2208	2448	662	759	1595
100507634	18	15	23	14	13	11
109729135	2	0	0	1	0	0
100616272	0	0	0	0	0	0
105378740	42	16	3	6	20	4
105378739	0	0	0	1	0	0
105378738	0	0	0	1	0	0
105378737	9	9	5	4	2	1
105378741	1	1	5	0	1	0
105378744	5	4	1	13	1	2
8613	21758	10465	18267	5046	4720	12966
101929935	0	0	0	0	0	0
5563	226	445	336	80	67	204
199920	362	679	587	133	119	603
731	4	6	17	4	6	2
732	83	459	227	148	168	300
105378745	0	0	1	0	0	0
112267900	2	8	6	4	5	18
1600	12	55	29	4	7	36
105378748	0	2	0	0	0	0
105378747	0	0	0	0	0	0
101926890	0	0	0	0	1	0
105378746	0	0	0	0	0	0
107984960	6	7	7	28	9	6
115209	570	656	923	227	375	820
4070	4740	2709	3416	909	2855	4186
114803	804	1456	1775	397	451	1111
112268263	10	8	16	1	2	4
105378751	15	11	11	9	4	34
3725	8135	18055	17346	1809	6247	8753
100131060	8	16	7	4	1	9
101926907	48	56	89	59	41	59
107984961	1	2	0	2	1	1
105378753	30	44	40	38	24	37
101926925	46	30	240	72	62	83
729467	4	7	4	2	11	8
105378756	7	9	33	18	12	27
55277	812	487	1155	879	582	755
100616409	0	0	0	0	0	0
101926944	2	0	2	2	6	0
105378758	1	0	1	2	1	1
51361	352	1041	819	173	305	736
1573	246	339	216	97	108	263
127795	0	0	10	10	14	14
105378760	0	0	0	0	0	0
107984963	0	0	0	0	0	0
105378761	0	0	0	0	0	0
107984962	0	0	0	1	3	0
107985379	0	0	1	0	0	0
105378763	4	15	10	6	13	26
101926964	7	24	13	2	12	40
105378764	1	2	4	0	0	1
100996570	6	7	15	9	1	11
4774	450	625	856	301	402	672
645030	0	0	0	0	0	0
105378766	0	0	0	1	1	0
107984964	0	1	0	2	1	0
414927	2	2	1	1	0	0
83941	974	742	1506	674	535	748
10207	912	2241	1570	434	520	1481
113219465	0	0	0	0	0	0
107984965	0	5	0	0	1	1
100422902	0	0	0	0	0	0
100422946	0	0	0	0	0	0
54596	8	44	0	1	31	8
163782	7	101	7	8	26	12
105378768	0	0	0	0	0	0
7398	580	974	1333	265	344	852
85440	930	1393	1539	341	511	947
27329	1	10	10	3	4	0
84938	289	413	566	210	219	423
105378769	0	0	0	0	0	0
199899	0	0	0	0	1	0
105378770	0	0	0	0	0	0
100996301	0	1	1	1	4	1
27022	0	1	1	2	2	1
102464823	0	0	0	0	0	0
29929	273	293	533	324	167	323
23421	135	268	407	181	139	194
102724319	0	0	2	0	0	0
84455	195	237	344	60	122	256
79469	1	19	4	0	1	7
5236	1462	2857	2151	697	1482	2118
105378771	0	3	0	4	1	0
4919	42	110	165	31	54	108
105378772	0	0	0	1	0	0
101927034	0	0	0	3	3	2
105378773	0	7	5	0	1	1
148581	4	3	7	5	2	0
105378774	0	0	0	0	0	0
107984966	3	6	6	6	3	2
57685	680	865	731	163	189	506
100616338	0	0	0	0	0	0
55225	732	720	1220	632	531	460
3716	5862	7911	8613	1407	2135	5115
101927084	10	12	24	10	11	12
100500854	4	8	21	13	3	9
406893	0	0	0	0	0	1
205	463	771	515	110	381	620
9829	452	706	546	73	93	403
102724416	8	14	19	31	4	5
112268227	7	6	5	7	6	3
3953	1907	2541	1905	589	400	1531
54741	7089	8033	9986	2392	3324	5581
5142	2909	2181	1793	480	257	1015
101927139	0	0	0	0	0	0
105378776	49	19	11	15	3	7
84251	1005	1722	1457	108	185	188
100422871	0	6	3	1	3	0
200132	48	38	106	12	49	19
10022	0	0	5	5	3	3
79819	143	183	198	68	106	153
57708	1125	1347	1921	603	472	1060
23169	1077	1135	1428	551	801	1278
400757	0	0	2	0	0	2
149233	4	3	3	0	2	3
3595	5	28	12	3	7	8
105378779	2	2	1	5	0	1
26135	6353	6810	11993	3475	4374	7416
102724481	1	7	2	1	8	2
105378780	13	2	8	11	8	4
1647	16492	43842	21409	3590	17593	15509
55970	1856	3454	3495	825	1340	1873
105378781	2	5	1	5	0	3
100289178	153	94	155	128	107	53
9077	23	18	52	13	17	21
79971	2601	2710	3593	779	1331	2131
100302279	0	0	2	2	0	0
105378782	0	0	0	0	0	0
6121	0	1	5	0	0	0
55635	20	30	62	20	23	44
101927220	0	0	2	3	0	0
107984967	0	0	0	0	1	0
105378783	0	0	0	0	0	0
105378785	0	0	0	0	0	0
105378787	0	0	0	0	0	0
105378786	0	0	0	0	0	0
105378788	0	0	0	0	0	0
105378789	1	0	0	0	0	0
105378790	0	0	0	0	0	0
57554	15	11	19	9	10	14
5301	0	0	1	0	0	0
105378792	0	0	0	0	0	1
55631	350	442	672	91	128	370
9295	4893	6770	9421	2010	1997	5894
81573	635	775	1150	405	333	757
11147	218	185	292	288	248	220
102724548	1	5	2	1	0	3
1491	68	243	153	47	121	262
105378793	0	0	0	1	1	0
105378794	0	0	0	0	0	0
101927244	0	0	0	0	1	0
102724572	0	1	0	0	0	0
5733	66	125	115	17	32	43
107985517	1	2	3	0	0	0
100132618	100	166	203	53	35	134
9406	2160	2774	4514	1065	1103	2527
406962	9	17	9	0	1	2
100852410	15	16	17	6	11	16
105378795	0	0	0	0	0	0
257194	79	87	95	56	46	61
100852409	0	0	0	0	0	0
105378797	0	0	0	5	0	0
105378796	0	0	0	0	2	0
105378798	0	0	0	0	3	0
339468	0	0	0	0	0	0
105378799	0	0	0	0	0	0
105378800	0	0	0	0	0	0
101927295	0	0	0	0	0	0
105378801	0	0	0	0	0	0
107985391	0	0	0	0	0	0
105378802	0	0	0	0	0	0
109729166	0	1	2	0	0	2
127255	9	6	22	7	2	10
100526835	24	46	63	10	11	56
8790	312	404	717	224	171	484
51086	8	7	17	4	5	13
105378805	0	0	2	0	2	0
105378803	0	0	1	4	3	0
127254	26	55	118	60	53	106
101927320	0	1	3	1	3	2
1429	1084	2485	2015	328	553	1566
127253	407	486	861	221	283	679
431707	1	1	4	0	0	0
204962	8	41	12	4	16	7
34	679	807	1184	240	352	794
1744	72	23	133	19	5	33
5876	1579	1599	2680	678	1292	1688
692085	2	17	12	1	0	3
26805	1	8	2	3	4	6
26804	5	13	21	1	0	18
4438	5	7	15	2	4	6
127247	0	0	0	0	1	0
105378806	0	0	0	0	0	0
101927342	0	0	0	0	0	0
256435	605	196	207	241	97	144
105378807	0	0	0	2	0	0
110806286	0	0	0	0	0	0
81849	346	338	754	460	935	984
102466995	0	3	0	0	0	0
10026	1231	1248	1979	584	562	1206
105378808	0	0	1	0	0	3
26289	48	206	116	49	148	65
26009	584	1005	1274	298	288	910
23032	1228	2073	2026	650	522	1287
374986	532	1080	786	317	228	505
374987	16	22	17	8	6	17
91624	905	1045	1641	422	402	851
8880	2254	3240	3589	573	930	2529
11080	760	872	938	229	235	821
54810	102	187	163	47	64	137
107984997	2	0	1	3	0	0
149047	0	0	0	0	0	0
5737	22	52	18	5	2	11
10964	2056	516	592	1568	126	193
10561	2345	893	1348	1465	325	738
64123	1042	1676	1582	579	419	1207
107984998	6	25	12	4	12	18
105378810	0	1	0	2	3	0
105378812	0	0	0	1	0	1
105378811	0	0	0	0	1	0
107983999	0	0	0	0	1	0
101927412	0	4	2	3	1	1
105378813	0	0	0	0	0	0
107985018	1	0	1	0	0	0
23266	1180	3323	2654	614	1039	2293
101927434	2	1	0	5	2	1
105378814	0	0	0	0	0	0
107985396	0	0	0	0	0	0
103283057	0	0	0	1	1	0
101927498	1	0	1	0	2	0
107985037	0	3	1	1	1	0
105378816	0	0	4	4	1	1
101927542	0	0	0	0	0	0
107985043	0	0	0	0	0	0
101927587	1	3	4	0	0	1
101927560	0	3	1	0	5	0
107985041	1	0	1	3	0	1
79739	118	146	167	76	66	127
5567	1539	1802	2354	585	666	1526
107985046	7	8	11	2	0	2
112268230	1	1	0	0	0	2
148418	36	32	30	34	8	53
391051	20	4	4	2	1	5
58511	6	0	0	2	2	3
80135	912	779	1446	623	632	849
2787	2973	1824	3987	1621	1748	1490
100505741	113	108	157	78	86	97
1486	1009	1149	1206	371	491	1114
105378819	23	11	28	5	12	1
103695366	1	4	2	0	1	2
439927	0	0	0	0	0	0
117178	145	242	224	62	94	192
102724892	0	0	0	1	1	0
23566	11	32	30	11	22	20
255231	167	41	128	54	55	29
55283	57	88	113	40	37	36
126820	18	8	10	2	28	15
100616481	0	0	0	0	0	0
84144	87	103	117	28	24	62
105378821	0	0	0	0	1	2
148423	1074	1276	1471	415	390	874
8915	696	894	635	325	371	542
646626	23	65	30	11	13	27
23576	1463	1760	1523	475	807	1461
107985054	11	3	6	10	4	9
3491	22265	7859	15919	867	3119	2804
107985057	20	32	36	15	11	20
112268231	8	12	6	8	10	5
54680	735	810	1031	385	347	801
105378823	2	1	2	7	1	1
255631	151	43	218	63	52	59
105378824	23	20	26	17	12	25
105378825	12	9	15	7	5	8
57489	1090	1305	2003	754	633	933
102465842	0	1	0	1	0	0
9635	3	9	3	4	5	3
1179	0	0	1	0	0	0
105378827	0	0	0	2	0	2
105378826	0	0	0	0	0	0
22802	0	0	2	0	0	1
105378828	41	19	46	17	35	45
9629	1	1	2	0	2	1
51100	3483	4035	5325	1444	1899	3092
105378831	0	0	0	0	1	0
9403	5762	5035	8995	3078	3692	5541
9653	738	981	1487	463	574	1211
339524	561	280	898	596	633	571
101927844	2	0	3	0	0	2
8543	2860	2425	5260	1718	1946	3724
100505768	1	3	0	3	0	0
105378833	9	12	16	3	4	5
105378834	4	0	1	3	0	0
107985408	1	0	0	0	0	0
105378835	0	0	0	0	0	0
107985518	0	0	0	0	0	0
107985519	0	0	0	1	0	0
101927871	0	0	3	0	0	0
105378836	0	0	0	0	1	0
105378839	0	0	1	0	0	2
101927891	6	8	17	4	6	4
105378838	0	0	0	0	0	0
5586	1050	1697	1956	461	438	1153
2959	851	868	1422	336	575	809
56267	636	883	1320	563	411	854
494115	322	579	672	163	181	491
2635	1086	834	891	385	632	949
105378841	18	14	26	10	12	22
2633	3800	1802	3777	991	917	2044
2634	2785	4137	5575	2446	2898	3398
112268267	333	998	875	34	153	611
105378842	15	39	21	11	21	27
388646	5	6	9	1	6	7
115361	607	471	542	471	197	337
107985076	1	9	7	3	2	2
105378843	0	0	0	0	0	0
115362	343	282	329	101	146	181
729930	0	0	0	0	0	0
163351	2	2	0	4	0	1
400759	55	14	60	27	21	20
105378844	0	1	0	0	1	0
23507	132	291	193	50	88	152
84230	362	450	516	138	152	219
400761	9	8	7	4	1	2
107985743	1	1	1	3	0	0
101927952	4	1	4	5	3	0
107985744	4	3	1	1	0	3
101927975	5	3	18	3	2	2
55144	277	405	512	128	234	343
105378847	0	0	2	0	0	0
492303	9	13	16	3	6	13
284695	1148	1748	2215	678	611	1334
105378848	0	0	0	0	0	0
105378849	1	0	0	0	0	0
107985088	1	0	0	0	0	0
105378850	0	1	0	0	0	1
105378851	0	0	0	0	0	0
105378852	0	0	0	0	0	1
109616984	0	0	0	0	0	0
343472	0	0	2	0	0	0
105378853	72	39	208	117	99	91
105378855	1	2	9	1	1	4
105378854	0	1	1	0	3	2
84146	804	1128	1734	432	278	827
164045	23	31	64	12	14	50
107985412	0	0	0	0	0	0
107985417	5	3	0	2	2	4
105378856	0	0	0	0	0	0
8317	275	396	683	108	461	911
102723436	11	20	11	5	6	10
7049	1097	2099	1936	412	873	1397
676	0	24	0	1	28	0
253152	21	71	66	10	13	29
646817	6	4	6	0	7	9
284697	2	16	9	1	5	7
23285	71	204	159	46	35	137
388649	0	0	1	2	0	0
11146	175	175	350	138	141	200
79871	421	589	812	302	266	505
2672	193	322	422	74	102	162
7813	563	760	756	260	242	575
6125	19458	23377	59623	19780	26737	31653
388650	2496	1362	2999	953	422	1114
6083	9	18	28	1	5	8
26782	7	19	17	0	11	12
22823	437	692	919	231	250	546
50999	3354	3327	4124	1296	1211	2661
343099	182	273	342	179	135	233
107985521	0	3	8	4	3	1
100131564	638	951	904	312	220	575
1810	1577	2056	2625	670	832	1788
54874	1457	2789	2170	399	482	1442
107985761	1	0	3	0	0	0
8412	524	1195	629	90	389	455
100129046	40	118	74	15	19	72
102723480	1	1	0	1	0	0
723788	7	11	15	3	11	14
100126348	0	0	0	0	3	2
100189133	1	1	6	0	0	3
30836	1786	1559	2530	1120	1088	1511
2730	210	389	334	83	98	300
24	3982	11148	6164	995	1845	1987
105378858	33	30	48	5	16	36
9411	1827	4843	2915	588	869	1855
107985092	1	3	3	3	0	0
105378859	10	25	11	7	2	3
5825	967	1238	1588	376	401	1306
2152	16899	6132	22095	1925	1819	2415
113219466	0	0	0	0	0	0
105378861	2	2	2	1	1	0
101928079	106	79	159	56	43	45
105378860	1	2	1	2	0	6
100616321	0	2	2	0	0	0
126969	546	659	787	422	253	970
1266	3152	5693	5523	813	1664	3925
105378862	4	5	20	3	7	5
729970	21	29	40	19	26	36
199857	385	330	725	343	468	541
105378863	1	5	1	2	0	1
101928098	0	0	0	0	0	1
148534	30	98	69	26	17	49
100527978	49	79	157	13	33	111
101928118	2	4	16	3	5	7
25950	223	250	617	232	222	326
100996630	0	0	0	0	0	0
105378864	0	0	0	0	0	0
105379825	0	0	0	0	0	0
101928169	0	0	0	0	0	0
107985420	0	0	2	0	1	0
440594	0	0	0	0	0	0
100996635	0	0	0	0	0	0
101928219	4	3	0	3	3	9
102723661	0	0	0	0	0	0
101928241	1	1	1	0	0	1
105378866	0	0	3	1	2	1
58155	623	803	1272	243	301	573
1806	639	670	1116	226	203	544
100873932	103	45	74	31	26	64
105378867	39	18	29	38	9	23
100873933	0	0	0	0	0	0
109729128	0	0	0	0	0	1
400765	0	0	0	2	1	0
100616452	0	0	0	0	0	0
406928	0	0	0	0	0	0
729987	0	1	0	0	0	0
51375	464	690	1234	426	719	946
163404	0	3	3	2	3	9
100129620	0	0	1	0	0	1
9890	137	290	370	113	111	710
107985093	8	0	8	5	2	3
101928270	8	0	0	3	0	0
54873	5094	3393	6377	2970	6270	5394
391059	325	324	487	273	252	333
178	379	717	869	250	208	488
23443	857	1426	1338	360	413	865
64645	1040	1485	1799	246	248	1107
163786	395	335	726	206	176	300
54482	501	590	915	203	191	627
127495	104	124	165	31	40	125
1629	374	695	695	285	221	632
100506007	27	20	15	20	14	24
8634	1498	1540	1982	738	784	1204
693138	1	1	5	0	0	0
8556	296	264	418	82	63	126
105379827	1	2	2	6	2	0
54112	7	3	12	5	3	17
100128787	1	0	0	0	1	0
7412	1793	1011	1814	794	977	1876
2135	406	493	773	271	378	618
148867	698	811	1062	346	305	592
51611	1041	1053	2043	706	722	1170
102606465	110	92	214	122	105	151
107985094	0	0	0	0	1	0
101928334	4	1	4	1	1	4
101928370	13	16	18	5	4	20
1901	979	1030	849	143	176	637
